ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009636,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,1,0,1,0,,2
5009637,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,1,0,1,0,,2
5009638,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,1,0,1,0,,2
5009639,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,1,0,1,0,,2
5009642,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8489,-921,1,1,0,0,,1
5009643,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8489,-921,1,1,0,0,,1
5009646,M,N,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1
5009647,M,N,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1
5009648,M,N,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1
5090751,M,N,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1
6153670,M,N,N,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1
5009651,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009653,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009654,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009655,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009656,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009657,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009658,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
6153672,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,,2
5009660,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1
5009661,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1
5009662,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1
5009663,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1
5009664,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
5009665,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
5009666,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
5009667,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
5009668,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
6153673,F,N,N,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,,1
5009671,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15805,-433,1,1,0,0,Core staff,2
5009672,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15805,-433,1,1,0,0,Core staff,2
5009673,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009674,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009675,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009676,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009677,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009678,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009680,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009681,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009682,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009683,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009684,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009685,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009686,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009687,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009688,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1
5009689,F,N,N,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,,1
5009690,F,N,N,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,,1
5009691,F,N,N,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,,1
5009693,F,N,N,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,,1
6153677,F,N,N,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,,1
5009694,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5009695,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5009698,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5009699,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5009700,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5090752,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
6153678,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2
5009701,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2
5009702,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2
5009703,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2
5009704,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2
5009705,F,N,N,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,,2
5009706,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2
5009707,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2
5009709,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2
6153679,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2
5009711,F,Y,N,0,135000,Working,Secondary / secondary special,Civil marriage,With parents,-11102,-433,1,1,1,0,Sales staff,2
5009712,F,Y,N,0,135000,Working,Secondary / secondary special,Civil marriage,With parents,-11102,-433,1,1,1,0,Sales staff,2
5009713,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009714,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009715,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009716,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009717,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009718,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1
5009719,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-19316,-4451,1,1,1,0,,1
5009722,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-19316,-4451,1,1,1,0,,1
5009724,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2
5009725,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2
5009726,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2
5009727,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2
5009729,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,-13178,-1317,1,1,0,0,Laborers,2
5009730,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,-13178,-1317,1,1,0,0,Laborers,2
5009731,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,-13178,-1317,1,1,0,0,Laborers,2
5009732,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2
5009733,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2
5009734,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2
6153684,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2
5009736,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009737,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009738,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009739,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009740,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009741,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2
5009742,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12328,-2474,1,1,1,0,Sales staff,2
5009743,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12328,-2474,1,1,1,0,Sales staff,2
5009745,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009746,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009748,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009750,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009751,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009755,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5090754,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
6153696,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2
5009757,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
5009758,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
5009759,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
5009760,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
5009761,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
6153697,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1
5009762,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009764,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009765,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009766,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009767,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009768,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009773,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009774,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009775,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009777,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009779,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
6153698,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1
5009783,M,Y,N,2,445500,State servant,Higher education,Married,Municipal apartment,-14906,-6826,1,1,0,0,Core staff,4
5009784,M,Y,N,2,445500,State servant,Higher education,Married,Municipal apartment,-14906,-6826,1,1,0,0,Core staff,4
5009785,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009788,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009789,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009790,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009791,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009792,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009794,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009796,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009797,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009798,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
6153701,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1
5009799,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009800,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009801,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009802,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009803,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009804,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5090756,F,Y,N,0,382500,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2
5009805,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009806,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009807,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009808,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009809,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009810,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009811,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009812,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009813,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009814,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009816,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009817,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5090772,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5090773,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
6153702,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3
5009819,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009820,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009821,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009822,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009823,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009824,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009825,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2
5009826,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2
5009827,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2
5009828,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2
5009829,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2
5009830,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2
5009831,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009832,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009833,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009834,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009835,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009836,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
6153704,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2
5009837,F,N,N,0,135000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13120,-5578,1,0,0,0,Medicine staff,2
5009838,F,N,N,0,135000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13120,-5578,1,0,0,0,Medicine staff,2
5009839,M,Y,N,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-12636,-405,1,0,0,0,Laborers,2
5009841,M,Y,N,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-12636,-405,1,0,0,0,Laborers,2
5009843,F,N,N,0,81000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17932,-1470,1,0,0,0,Sales staff,1
5009844,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15901,-130,1,1,0,0,Security staff,2
5009845,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15901,-130,1,1,0,0,Security staff,2
5009846,M,N,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-12282,-405,1,0,1,0,Managers,2
5009847,F,N,N,0,99000,Commercial associate,Higher education,Married,House / apartment,-10084,-678,1,0,0,0,Sales staff,2
5009848,F,N,N,0,99000,Commercial associate,Higher education,Married,House / apartment,-10084,-678,1,0,0,0,Sales staff,2
5009849,F,N,N,0,99000,Commercial associate,Higher education,Married,House / apartment,-10084,-678,1,0,0,0,Sales staff,2
5009850,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009851,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009852,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009853,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009854,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009856,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009857,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009858,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009859,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009860,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1
5009864,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2
5009865,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2
5009866,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2
5009867,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2
5009868,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2
5009872,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4
5009873,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4
5009874,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4
5009875,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4
6153768,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4
5009877,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,-15499,-1287,1,1,1,0,Core staff,4
5009878,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,-15499,-1287,1,1,1,0,Core staff,4
5009879,F,N,Y,2,144000,Working,Secondary / secondary special,Married,Municipal apartment,-9839,-1835,1,1,0,0,Laborers,4
5009880,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009881,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009882,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009883,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009884,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009885,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009886,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009887,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009888,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
6153776,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
6153777,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2
5009889,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,1,0,0,1,Managers,1
5009890,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,1,0,0,1,Managers,1
5009893,F,Y,N,1,157500,Working,Higher education,Married,House / apartment,-11992,-2351,1,0,0,0,Private service staff,3
6153791,F,Y,N,1,157500,Working,Higher education,Married,House / apartment,-11992,-2351,1,0,0,0,Private service staff,3
5009897,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,-11131,-405,1,0,0,0,Core staff,4
5009898,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,-11131,-405,1,0,0,0,Core staff,4
5009899,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,-11131,-405,1,0,0,0,Core staff,4
5009900,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,2
5009903,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,2
5009906,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,2
